load_id,pickup,delivery,distance,equipment,weight,date,market_index,quote_signal,posted_rate,baseline_predicted_rate,residual,absolute_residual,residual_pct,residual_modified_z,residual_anomaly_flag,extreme_relative_error_flag,strong_target_anomaly_candidate
TR-000001,Richmond,Baltimore,274.3,Dry Van,30658.0,2025-01-01,0.95684,2.39595,645.41,671.611157288869,-26.201157288869013,26.201157288869013,-0.039012391328691914,-0.04876454438623289,False,False,False
TR-000002,Richmond,Philadelphia,280.5,Reefer,17555.0,2025-01-01,0.97623,2.43355,679.97,969.2821194762536,-289.31211947625354,289.31211947625354,-0.2984808175689672,-2.1089070723065344,False,False,False
TR-000003,Philadelphia,Green Bay,967.8,Dry Van,31721.0,2025-01-01,1.00971,1.84491,1802.54,1957.3400547607093,-154.80005476070937,154.80005476070937,-0.07908694985534036,-1.0556859418182387,False,False,False
TR-000004,Hartford,Atlanta,965.4,Dry Van,32333.0,2025-01-01,0.94518,1.87712,1827.28,1952.8905243296606,-125.61052432966062,125.61052432966062,-0.06432031020928686,-0.8271337275315523,False,False,False
TR-000005,Dallas,Nashville,541.9,Reefer,35183.0,2025-01-01,0.9848,2.563,1380.28,1453.910142257997,-73.63014225799702,73.63014225799702,-0.05064284244117428,-0.42013055733633237,False,False,False
TR-000006,Phoenix,Corpus Christi,1396.4,Flatbed,17018.0,2025-01-01,0.95167,1.92983,2676.98,2934.322891880798,-257.3428918807981,257.3428918807981,-0.08770094545247893,-1.8585900014911592,False,False,False
TR-000007,Fresno,San Antonio,1502.6,Dry Van,19112.0,2025-01-01,0.95696,1.82074,2718.54,2948.843752479441,-230.30375247944085,230.30375247944085,-0.07809967967471905,-1.6468752156988837,False,False,False
TR-000008,San Francisco,Kansas City,1976.9,Dry Van,29169.0,2025-01-01,0.97818,1.7843,3522.92,3828.1822039154818,-305.2622039154817,305.2622039154817,-0.0797407719003704,-2.2337952449770886,False,False,False
TR-000009,Bakersfield,Montgomery,2027.7,Dry Van,35018.0,2025-01-01,0.96534,1.79522,3675.27,3922.3639313726835,-247.09393137268353,247.09393137268353,-0.06299617671790331,-1.7783412758804602,False,False,False
TR-000010,Albuquerque,Phoenix,717.1,Flatbed,34671.0,2025-01-01,0.98475,2.17079,1578.83,1674.9203827926633,-96.09038279266338,96.09038279266338,-0.05737011966649301,-0.595992848774542,False,False,False
TR-000011,Harrisburg,Fresno,2766.6,Dry Van,28651.0,2025-01-01,0.92945,1.72804,4744.15,5292.263112831866,-548.1131128318666,548.1131128318666,-0.10356875709805247,-4.135302811379551,True,False,False
TR-000012,Richmond,Lexington,549.0,Flatbed,26738.0,2025-01-01,0.97136,2.2189,1207.88,1363.2678555179461,-155.38785551794604,155.38785551794604,-0.1139818964328984,-1.060288385319109,False,False,False
TR-000013,Dallas,El Paso,1085.1,Dry Van,46974.0,2025-01-01,1.012,2.11614,2277.79,2174.8108545782247,102.97914542177523,102.97914542177523,0.04735085131885947,0.9627092200336694,False,False,False
TR-000014,Mobile,Syracuse,1145.3,Dry Van,37985.0,2025-01-01,0.98329,1.92512,2229.54,2286.4199095570348,-56.87990955703481,56.87990955703481,-0.024877280555195384,-0.28897727336469187,False,False,False
TR-000015,Nashville,Atlanta,145.6,Dry Van,37475.0,2025-01-01,0.94244,2.70409,395.09,433.0050879238712,-37.915087923871226,37.915087923871226,-0.08756268455334472,-0.1404838953005811,False,False,False
TR-000016,Detroit,Louisville,575.8,Dry Van,31412.0,2025-01-01,0.93148,2.02239,1165.8,1230.5834176893877,-64.78341768938776,64.78341768938776,-0.05264447477362301,-0.3508612522299593,False,False,False
TR-000017,Albany,Baton Rouge,1755.3,Reefer,23493.0,2025-01-01,0.96873,1.98336,3444.74,3703.518569355807,-258.7785693558071,258.7785693558071,-0.0698737064522993,-1.8698312671459778,False,False,False
TR-000018,New Orleans,Bakersfield,1706.0,Dry Van,40439.0,2025-01-01,0.99368,1.88236,3238.08,3325.941456510836,-87.86145651083598,87.86145651083598,-0.026417018356964493,-0.5315608659663146,False,False,False
TR-000019,Reno,Albuquerque,698.5,Dry Van,31643.0,2025-01-01,0.99684,2.06177,1441.82,1458.0656609767634,-16.245660976763475,16.245660976763475,-0.011141926877202805,0.029186374756830204,False,False,False
TR-000020,Austin,San Antonio,108.2,Dry Van,32629.0,2025-01-01,0.9355,2.79934,305.7,363.6665720400258,-57.966572040025824,57.966572040025824,-0.15939483168567364,-0.29748577326182235,False,False,False
TR-000021,Chattanooga,Cincinnati,158.0,Dry Van,39459.0,2025-01-01,0.95736,2.67125,418.21,455.9943284842906,-37.7843284842906,37.7843284842906,-0.08286140007461146,-0.13946005699233446,False,False,False
TR-000022,Richmond,Oklahoma City,1558.9,Dry Van,29423.0,2025-01-01,0.93608,1.80988,2825.86,3053.2223205077967,-227.36232050779654,227.36232050779654,-0.07446634952871128,-1.6238439856528581,False,False,False
TR-000023,Nashville,Lexington,262.8,Dry Van,26525.0,2025-01-01,0.94602,2.34816,616.12,650.2904906400929,-34.17049064009291,34.17049064009291,-0.05254650211239944,-0.11116393063581563,False,False,False
TR-000024,Cincinnati,Mobile,448.9,Flatbed,34499.0,2025-01-01,0.96703,2.32362,1060.95,1177.6853571229478,-116.73535712294779,116.73535712294779,-0.09912270405410234,-0.7576417183315289,False,False,False
TR-000025,Syracuse,Fort Wayne,521.5,Flatbed,35656.0,2025-01-01,0.96458,2.26927,1176.88,1312.2836526621772,-135.40365266217714,135.40365266217714,-0.10318169580752544,-0.903813315457007,False,False,False
TR-000026,Atlanta,Baltimore,934.2,Dry Van,34631.0,2025-01-01,0.92552,1.89156,1765.95,1895.046628726025,-129.09662872602485,129.09662872602485,-0.0681231937880136,-0.8544297089076724,False,False,False
TR-000027,Harrisburg,Lubbock,1634.9,Dry Van,29903.0,2025-01-01,0.97422,1.79577,2952.29,3194.1241174910124,-241.83411749101242,241.83411749101242,-0.07571218543660518,-1.737157259158044,False,False,False
TR-000028,Oklahoma City,New Orleans,446.4,Flatbed,26877.0,2025-01-01,0.9559,2.39227,1056.36,1173.0504295906053,-116.69042959060539,116.69042959060539,-0.09947605545938068,-0.7572899385376214,False,False,False
TR-000029,Lexington,Corpus Christi,1001.4,Dry Van,41701.0,2025-01-01,0.97068,2.03186,2029.09,2019.6334807953942,9.456519204605684,9.456519204605684,0.004682294730468329,0.23043285271314756,False,False,False
TR-000030,Fresno,Albuquerque,735.4,Dry Van,21847.0,2025-01-01,0.95146,1.8929,1399.93,1526.4771913541401,-126.54719135414007,126.54719135414007,-0.08290146231525404,-0.8344677722843377,False,False,False
TR-000031,Los Angeles,Kansas City,1884.4,Flatbed,13936.0,2025-01-01,0.92938,1.85496,3486.57,3839.0607461940763,-352.4907461940761,352.4907461940761,-0.09181692333040688,-2.6035918040825208,False,False,False
TR-000032,Providence,Kansas City,1367.9,Flatbed,40312.0,2025-01-01,0.96037,2.05509,2772.52,2881.4847180120923,-108.96471801209236,108.96471801209236,-0.0378154766294461,-0.6967980956701786,False,False,False
TR-000033,Madison,Baton Rouge,944.9,Dry Van,46853.0,2025-01-01,0.91635,2.04256,1904.87,1914.884118564451,-10.01411856445111,10.01411856445111,-0.005229621190841818,0.07797896565238092,False,False,False
TR-000034,Hartford,Columbia,839.5,Dry Van,24666.0,2025-01-01,0.98045,1.84874,1549.61,1719.4755738008867,-169.86557380088675,169.86557380088675,-0.09878917525149851,-1.1736480222341745,False,False,False
TR-000035,El Paso,Baton Rouge,1256.0,Reefer,30848.0,2025-01-01,0.97089,2.16484,2719.33,2777.8308425963405,-58.50084259634059,58.50084259634059,-0.021059901020345037,-0.3016690786069482,False,False,False
TR-000036,Washington,Hartford,334.1,Flatbed,34583.0,2025-01-01,0.96019,2.44821,796.1,964.8494848377752,-168.74948483777519,168.74948483777519,-0.1748972119378266,-1.164909114821373,False,False,False
TR-000037,Amarillo,Green Bay,1379.2,Dry Van,21636.0,2025-01-01,0.9765,1.78056,2472.76,2720.06372948301,-247.30372948300965,247.30372948300965,-0.09091835856728751,-1.7799839820823107,False,False,False
TR-000038,Hartford,Albuquerque,2442.7,Reefer,31363.0,2025-01-01,0.94653,1.99917,4817.75,4977.938243648732,-160.18824364873217,160.18824364873217,-0.0321796365901312,-1.0978751268844913,False,False,False
TR-000039,Green Bay,Bakersfield,2021.3,Reefer,32812.0,2025-01-01,0.92008,1.9493,3894.56,4196.6748587970615,-302.1148587970615,302.1148587970615,-0.07198910303088384,-2.209151727753044,False,False,False
TR-000040,Memphis,Chattanooga,172.7,Dry Van,31783.0,2025-01-01,0.95,2.60873,449.07,483.2477023744651,-34.17770237446513,34.17770237446513,-0.07072501784598466,-0.11122039806901096,False,False,False
TR-000041,Baton Rouge,El Paso,1222.2,Flatbed,25307.0,2025-01-01,0.96151,2.03905,2502.44,2611.361141427165,-108.92114142716491,108.92114142716491,-0.041710485654097296,-0.6964568937108067,False,False,False
TR-000042,Amarillo,Cincinnati,1213.7,Dry Van,20944.0,2025-01-01,0.96943,1.87873,2248.54,2413.231526841929,-164.69152684192886,164.69152684192886,-0.06824522430197659,-1.133135555201294,False,False,False
TR-000043,San Francisco,New York,3112.0,Dry Van,35002.0,2025-01-01,0.98359,1.66979,5224.69,5932.624700700321,-707.9347007003216,707.9347007003216,-0.11932908896407234,-5.386695939625816,True,False,False
TR-000044,Baton Rouge,Amarillo,860.9,Flatbed,32386.0,2025-01-01,0.98031,2.19706,1902.94,1941.5214144530103,-38.58141445301021,38.58141445301021,-0.019871742936134366,-0.1457011907288997,False,False,False
TR-000045,Baton Rouge,Montgomery,485.1,Flatbed,27962.0,2025-01-01,0.94939,2.27353,1113.14,1244.7991077912689,-131.65910779126875,131.65910779126875,-0.10576735391856153,-0.8744937611817648,False,False,False
TR-000046,Nashville,Harrisburg,732.4,Dry Van,42826.0,2025-01-01,0.9817,2.07592,1541.79,1520.915278315329,20.87472168467093,20.87472168467093,0.01372510486435064,0.3198366705017602,False,False,False
TR-000047,Kansas City,Las Vegas,1660.7,Dry Van,20285.0,2025-01-01,0.99184,1.74529,2928.34,3241.956569624788,-313.61656962478764,313.61656962478764,-0.09673682015459092,-2.2992094107285053,False,False,False
TR-000048,Syracuse,Hartford,391.5,Reefer,25462.0,2025-01-01,0.99683,2.32544,910.3,1175.0729019122655,-264.7729019122655,264.7729019122655,-0.22532465984143193,-1.9167665195710069,False,False,False
TR-000049,San Francisco,Chattanooga,2215.4,Dry Van,19808.0,2025-01-01,0.97205,1.71776,3854.54,4270.354290500967,-415.8142905009672,415.8142905009672,-0.0973723167246123,-3.0994112315998095,False,False,False
TR-000050,Los Angeles,Salt Lake City,583.4,Dry Van,29231.0,2025-01-01,0.94993,2.02412,1186.14,1244.6735973877094,-58.53359738770928,58.53359738770928,-0.047027266835705496,-0.3019255465934235,False,False,False
TR-000051,Los Angeles,Green Bay,2202.5,Reefer,26740.0,2025-01-01,1.00748,1.86794,1243.45,4532.614406341254,-3289.164406341254,3289.164406341254,-0.7256660530707446,-25.597564565977017,True,True,True
TR-000052,Bakersfield,Mobile,1922.3,Dry Van,37974.0,2025-01-01,0.95147,1.87015,3658.56,3726.9553866091187,-68.39538660911876,68.39538660911876,-0.018351544226921018,-0.37914274502372836,False,False,False
TR-000053,Chattanooga,Oklahoma City,850.1,Flatbed,29378.0,2025-01-01,0.97926,2.19713,1880.38,1921.4985275132904,-41.118527513290246,41.118527513290246,-0.02139919803451728,-0.16556662875615472,False,False,False
TR-000054,Lexington,Philadelphia,820.5,Reefer,31258.0,2025-01-01,0.94182,2.14485,1746.08,1970.4264664622578,-224.34646646225792,224.34646646225792,-0.11385680728550807,-1.6002300353804644,False,False,False
TR-000055,Mobile,Amarillo,1115.7,Flatbed,34898.0,2025-01-01,0.96116,2.20553,2450.11,2413.9132285493697,36.19677145063042,36.19677145063042,0.01499505906945243,0.4398073706023657,False,False,False
TR-000056,Fort Wayne,Nashville,535.7,Dry Van,39940.0,2025-01-01,0.92898,2.17025,1162.69,1156.2391800706125,6.450819929387535,6.450819929387535,0.005579139714841334,0.2068984136630325,False,False,False
TR-000057,Charleston,Richmond,384.5,Dry Van,31152.0,2025-01-01,0.9898,2.20655,852.26,875.9187629145313,-23.65876291453128,23.65876291453128,-0.02701022505307357,-0.028857753997209627,False,False,False
TR-000058,Columbia,Charleston,257.6,Dry Van,29629.0,2025-01-01,0.90791,2.27029,590.92,640.6498413728203,-49.729841372820374,49.729841372820374,-0.07762405944916256,-0.23299268259975292,False,False,False
TR-000059,Grand Rapids,Phoenix,2241.4,Dry Van,25023.0,2025-01-01,0.99378,1.71101,3778.31,4318.55753683733,-540.2475368373302,540.2475368373302,-0.1250990712127868,-4.0737158388025865,True,False,False
TR-000060,Albany,Philadelphia,427.1,Dry Van,29786.0,2025-01-01,0.95158,1.98245,854.44,954.8979280656494,-100.4579280656493,100.4579280656493,-0.10520279195615011,-0.6301904575882996,False,False,False
TR-000061,Jacksonville,Reno,2230.8,Reefer,30600.0,2025-01-01,0.97254,2.01387,4429.51,4585.081786007373,-155.5717860073728,155.5717860073728,-0.033929991495929804,-1.0617285496524345,False,False,False
TR-000062,Corpus Christi,Milwaukee,1036.6,Dry Van,39027.0,2025-01-01,0.95409,2.07287,2135.04,2084.893260450778,50.14673954922182,50.14673954922182,0.024052425368951268,0.5490347562807021,False,False,False
TR-000063,Richmond,Jacksonville,723.7,Reefer,42496.0,2025-01-01,0.91712,2.27078,1636.94,1790.9620724099518,-154.02207240995176,154.02207240995176,-0.08599962823483849,-1.0495943882263907,False,False,False
TR-000064,Fort Wayne,Atlanta,531.9,Flatbed,27883.0,2025-01-01,0.96161,2.21539,1184.07,1331.5649511967226,-147.4949511967227,147.4949511967227,-0.11076812367595285,-0.998487433637827,False,False,False
TR-000065,Madison,Nashville,542.5,Dry Van,37842.0,2025-01-01,0.95371,2.15956,1153.3,1168.8461829585844,-15.546182958584495,15.546182958584495,-0.013300452348001842,0.034663244289805585,False,False,False
TR-000066,Amarillo,Albany,2216.1,Flatbed,35142.0,2025-01-01,0.91661,1.88952,4249.82,4454.022931185293,-204.20293118529298,204.20293118529298,-0.0458468522367825,-1.4425074025348454,False,False,False
TR-000067,Madison,Indianapolis,276.7,Dry Van,33346.0,2025-01-01,0.98371,2.39449,670.26,676.0606877199178,-5.800687719917846,5.800687719917846,-0.008580128715191596,0.1109698680424233,False,False,False
TR-000068,Birmingham,Memphis,285.0,Reefer,43894.0,2025-01-01,0.97958,2.70783,776.42,977.6249890344703,-201.20498903447037,201.20498903447037,-0.20580998981335985,-1.4190337012880083,False,False,False
TR-000069,Amarillo,Dayton,1334.2,Reefer,-36559.0,2025-01-01,0.96102,2.11777,2831.27,2922.8113758080176,-91.54137580801762,91.54137580801762,-0.031319631696284475,-0.5603744060043738,False,False,False
TR-000070,Philadelphia,Mobile,1186.8,Dry Van,34917.0,2025-01-01,0.96357,1.8745,2241.89,2363.359706593922,-121.46970659392218,121.46970659392218,-0.05139704559361576,-0.7947113812832575,False,False,False
TR-000071,Philadelphia,Memphis,1125.0,Dry Van,22549.0,2025-01-01,0.94539,1.77859,2002.77,2248.784297994413,-246.01429799441303,246.01429799441303,-0.10939879748085303,-1.76988781343767,False,False,False
TR-000072,Kansas City,Syracuse,905.3,Dry Van,29801.0,2025-01-01,0.95616,1.88236,1688.09,1841.4668664521441,-153.3768664521442,153.3768664521442,-0.08329059254139458,-1.0445424655626736,False,False,False
TR-000073,Milwaukee,Greensboro,473.7,Flatbed,40638.0,2025-01-01,0.98251,2.32082,1103.83,1223.6638382437866,-119.83383824378666,119.83383824378666,-0.09793035840282187,-0.7819026334828034,False,False,False
TR-000074,Tampa,Shreveport,535.4,Flatbed,36443.0,2025-01-01,0.96644,2.37161,1278.27,1338.053849742002,-59.783849742002076,59.783849742002076,-0.0446797038501323,-0.3117149450445481,False,False,False
TR-000075,Richmond,Buffalo,334.9,Reefer,21489.0,2025-01-01,0.93667,2.34941,776.98,1070.1381425800287,-293.15814258002865,293.15814258002865,-0.2739442048792362,-2.1390211948561233,False,False,False
TR-000076,Albany,Phoenix,3099.1,Reefer,35906.0,2025-01-01,0.94623,1.92298,5893.49,6194.884816540608,-301.3948165406082,301.3948165406082,-0.04865220669412143,-2.203513841508826,False,False,False
TR-000077,Amarillo,Grand Rapids,1396.3,Dry Van,25324.0,2025-01-01,0.93672,1.89251,2606.32,2751.766633804233,-145.446633804233,145.446633804233,-0.052855729849139665,-0.9824492353968067,False,False,False
TR-000078,Los Angeles,San Antonio,1326.6,Dry Van,38488.0,2025-01-01,0.97992,1.92033,2567.5,2622.544854202521,-55.04485420252104,55.04485420252104,-0.02098909923859411,-0.2746089036643474,False,False,False
TR-000079,Memphis,Grand Rapids,672.3,Dry Van,44567.0,2025-01-01,1.01366,2.03562,1373.98,1409.4916204378126,-35.51162043781255,35.51162043781255,-0.025194630406374482,-0.12166489383694472,False,False,False
TR-000080,Phoenix,Austin,1160.6,Reefer,30337.0,2025-01-01,0.93552,2.2372,2528.8,2600.9620079621463,-72.16200796214616,72.16200796214616,-0.02774435295142396,-0.4086351567857972,False,False,False
TR-000081,Milwaukee,New Orleans,633.4,Dry Van,31043.0,2025-01-01,0.97351,2.07694,1301.69,1337.3721480345616,-35.68214803456158,35.68214803456158,-0.026680791944860695,-0.12300011435123294,False,False,False
TR-000082,Raleigh,Louisville,683.7,Dry Van,38951.0,2025-01-01,0.96588,2.13514,1445.84,1430.626889985295,15.213110014704853,15.213110014704853,0.010633876743964476,0.2755066019979621,False,False,False
TR-000083,Albuquerque,Jacksonville,1715.2,Dry Van,31632.0,2025-01-01,0.99816,1.90586,3216.39,3342.997989829857,-126.60798982985716,126.60798982985716,-0.03787258927915207,-0.8349438205812851,False,False,False
TR-000084,Raleigh,Houston,1222.2,Flatbed,32978.0,2025-01-01,0.96522,2.06826,2545.75,2611.361141427165,-65.61114142716497,65.61114142716497,-0.025125265282651434,-0.35734227779950406,False,False,False
TR-000085,Indianapolis,Harrisburg,696.4,Flatbed,37157.0,2025-01-01,0.98049,2.19213,1519.74,1636.5431828248663,-116.80318282486633,116.80318282486633,-0.07137189171094788,-0.7581727893741294,False,False,False
